572076,766
498420,637
101428,113
638836,682
304957,744
205287,61
734859,828
79601,342
902340,58
202693,339
705859,355
676063,259
342412,781
760826,490
402398,250
480232,359
112779,282
822886,299
201449,391
813582,308
528781,382
278084,735
871734,765
176328,285
788632,187
222615,760
30983,383
59836,478
362110,552
253043,510
344638,261
390451,430
796261,55
872572,29
979832,442
869437,137
402885,586
763345,142
136285,747
199716,261
964990,162
397725,567
556105,586
809422,715
686749,157
223987,413
682080,852
16114,169
103847,108
184636,115
848867,246
489746,841
59845,764
297925,211
403825,250
249810,119
512730,590
455962,366
857149,377
400881,32
23629,609
913079,147
239199,115
693477,987
176455,143
138566,173
276736,753
85129,594
960921,260
58774,304
531441,461
697596,670
214132,26
707951,489
217118,164
652432,76
980783,207
611871,686
858872,532
885429,838
610347,75
536893,862
201038,756
966297,197
787131,262
25605,450
37677,432
210743,194
122706,315
58069,665
72211,280
453927,415
430455,652
965202,307
658915,961
986457,740
212638,845
438693,186
110654,222
733118,116
818770,871
783450,759
843816,362
121081,266
518928,289
658111,274
663667,129
290435,48
190516,387
939916,359
909910,655
167209,493
767933,673
446977,53
58578,693
641653,972
129982,893
765880,643
662096,334
106048,817
935100,300
466270,116
840682,765
884785,133
897722,67
824164,737
784763,439
328311,847
217992,621
44121,849
869104,714
418086,631
108385,968
392742,171
894182,997
914202,39
220487,226
284888,345
656129,522
718578,730
377080,667
840917,637
852730,597
667216,17
800778,685
84516,238
752568,168
355146,559
846872,87
948037,792
882798,921
487528,396
9050,132
693268,944
238135,683
195016,936
495185,911
349638,133
232523,634
859415,173
787901,858
486230,637
737419,613
873605,313
572387,477
763907,839
629161,670
608926,37
529672,248
593887,658
153031,50
237002,764
384350,790
499975,961
223957,60
554742,793
914132,427
619998,670
127360,907
241832,297
538566,313
558445,273
456097,596
140564,393
841046,623
925885,466
318881,513
753424,308
988955,714
479332,607
81521,938
137354,81
917430,459
481851,975
441690,655
229253,824
474969,170
90921,243
16806,281
132389,425
76835,20
361447,972
487158,148
812648,537
849650,865
790100,54
617934,721
441814,84
577426,179
267477,477
425617,137
347313,446
316791,907
245845,562
859081,150
978129,915
715902,290
429482,804
313048,167
307549,878
555014,411
845146,353
972987,644
691923,668
606179,972
736164,872
617832,307
559666,763
945693,102
294732,481
661578,782
610344,705
909487,690
184176,758
954487,916
422016,699
112658,938
958118,274
238867,837
162749,379
317974,285
643489,719
436640,652
745941,248
382279,671
580115,867
798167,726
961139,271
870956,563
122999,236
670568,154
910695,278
338700,221
887973,856
427223,377
973912,944
67331,439
975789,212
504203,264
672971,542
428087,990
698289,235
893505,172
84904,788
173149,786
393584,745
919897,301
453932,517
911286,359
392157,565
579217,720
877972,568
837979,744
316648,310
277333,624
170002,919
405066,366
847716,245
954793,381
751382,881
387556,814
422260,292
283647,424
376889,596
264398,943
935624,101
568081,971
895019,462
688966,718
828947,85
865740,12
955306,873
600510,154
42878,510
221746,998
62602,872
442534,772
478920,392
859551,155
336823,338
238768,67
99526,967
824607,154
777559,95
218715,51
62419,56
410915,754
74634,313
928888,933
633835,38
270937,159
978086,225
276482,408
909225,93
601131,292
367174,46
138634,663
644126,266
452573,997
305883,525
651849,881
226023,754
531583,165
276500,192
734385,563
755322,475
880389,979
282901,210
290175,316
954397,274
76734,92
15071,745
636316,622
432426,567
824364,400
990969,228
882858,599
572248,956
593827,122
482801,975
157878,472
362030,977
570789,123
125557,716
8893,154
894404,776
206637,731
723689,660
376700,153
66562,767
61375,515
585172,116
915176,616
341373,513
86043,320
758412,596
628416,792
995394,196
879401,449
906114,40
204943,330
383634,483
892500,971
119147,734
779636,268
904233,675
592119,165
404513,377
12546,490
312859,402
690528,186
564703,482
138690,468
430577,365
960029,44
960801,705
390420,549
635910,44
559590,828
353472,810
36653,138
807668,800
479629,146
519757,582
205685,821
695616,172
300313,210
572484,544
41959,123
269297,97
102395,181
164329,50
805943,522
907207,244
372444,897
88466,398
141878,75
122433,780
263182,747
615592,416
552806,98
920312,907
111193,514
414010,503
264316,706
790868,380
579394,272
775462,755
994635,61
409013,298
50637,287
517318,893
164103,542
943172,125
726730,570
513079,453
899778,493
987975,636
345208,532
820130,964
989424,190
865402,554
961680,299
356215,323
488228,397
172875,705
878901,495
61513,543
325162,769
101396,186
67599,375
202698,875
16518,79
932192,739
375402,245
96183,400
542724,144
212533,283
864870,230
866757,671
388099,806
777350,685
848235,49
479062,507
70869,692
256038,823
360975,394
103039,777
274362,380
381984,376
275072,588
295977,443
533539,521
403989,917
635634,53
678069,889
283671,316
850712,173
163092,92
154331,895
997154,131
906052,32
169723,571
429071,506
939207,493
283264,775
152723,282
109444,823
525847,257
892211,152
542426,552
641122,557
560945,940
156212,401
777925,585
656733,663
181266,536
611365,836
984947,261
553556,249
705332,22
723416,641
247074,238
113500,289
481209,98
922234,895
872235,116
134105,66
709939,91
116530,405
697953,334
604576,483
862530,706
789274,486
467869,375
793710,528
943776,937
172418,730
655700,121
698238,66
71317,997
730196,731
310639,222
621714,332
40380,63
25139,682
717993,696
318048,673
313305,151
13000,820
921206,424
837066,689
939146,511
691921,730
692654,263
589200,955
950100,997
521067,881
248430,932
530461,583
402927,438
391572,823
816632,693
606805,805
106826,573
277957,362
769579,788
639059,608
186961,701
609975,158
210866,500
812299,359
594322,736
390562,197
395645,228
496714,263
335336,67
307565,842
23010,839
87679,325
192304,903
699475,654
227186,957
10004,101
287175,328
84919,400
611005,885
168522,58
191193,552
54484,387
962976,210
734570,896
632358,216
680366,635
713763,127
802411,823
750359,256
189825,314
517568,740
595816,52
844362,316
438018,778
122724,315
856339,417
933693,212
381450,265
308422,682
561261,130
980327,699
116317,380
123192,48
978098,247
829040,601
441689,893
226559,262
622990,294
969846,157
191023,174
383545,410
718115,540
699789,315
901289,740
38318,805
847026,205
489831,616
448949,895
221753,659
336387,945
644725,508
458716,370
58535,417
946203,227
33752,387
593984,335
396415,481
941739,91
692719,735
522491,229
440106,558
499470,737
549158,131
800587,738
101025,362
563083,739
838892,94
669224,616
511409,386
980079,756
307829,37
985570,906
579051,277
678788,466
719680,312
632271,641
956921,827
96715,615
246360,562
325990,964
218901,304
490563,333
282384,514
976660,473
155797,888
228353,864
399082,351
595352,374
172566,823
906342,500
765708,584
861488,605
587325,84
929068,72
138714,280
341761,313
645186,237
864482,100
719174,16
735419,286
539090,234
260209,95
267455,710
992030,226
884773,834
55641,493
527451,932
87474,667
455563,558
921094,675
821524,459
633096,379
869181,209
565745,50
415871,716
459760,540
293814,837
252398,539
749172,1000
226290,836
629063,278
272106,11
125017,846
837146,972
540066,940
228912,834
172873,887
484280,697
824615,894
906831,822
193065,201
959542,497
771838,478
848071,968
718065,109
931613,986
831984,128
131073,242
639728,897
168230,19
656729,498
757401,312
855434,302
208852,416
898453,175
309174,605
583853,736
458785,457
272352,321
865841,95
250280,195
